POSTED_BY,BHK_OR_RK,UNDER_CONSTRUCTION,RERA,BHK_NO.,READY_TO_MOVE,RESALE,SQUARE_FT,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),ADDRESS
Owner,BHK,0,0,3,1,1,1352.313167,28.95,77.22,38,"Baghpat Road,Meerut"
Dealer,BHK,0,0,2,1,1,1215.932914,12.9407,77.7466,87,"Varthur Road,Bangalore"
Dealer,BHK,1,1,1,0,0,478.121175,19.222101,72.988231,62.5,"Balkum,Maharashtra"
Dealer,BHK,0,0,2,1,1,940.3669725,28.538774,77.366515,20.5,"Hajipur,Noida"
Owner,BHK,0,1,3,1,1,1320.190107,28.560719,77.386208,75,"Sector-78 Noida,Noida"
Owner,BHK,0,0,3,1,1,1710.051302,12.96991,77.59796,90,"Somasundara Palya,Bangalore"
Dealer,BHK,1,1,2,0,0,529.9065421,24.69028,78.41889,56.7,"Anjurdive,Lalitpur"
Builder,BHK,1,1,3,0,0,1360.714286,25.61,85.14139,38.1,"Jaganpura,Patna"
Dealer,BHK,0,0,3,1,1,1910.299003,30.662283,76.822397,69,"Zirakpur,Chandigarh"
Owner,BHK,0,0,1,1,1,653.4401165,18.5823,73.983,35.9,"Wagholi,Pune"
Dealer,BHK,1,1,2,0,0,641.4662085,24.69028,78.41889,140,"Kanjur Marg (East),Lalitpur"
Owner,BHK,0,1,2,1,1,899.9742864,28.6221,77.3674,35,"Sector-62 Noida,Noida"
Builder,BHK,0,0,1,1,0,443.5578503,42.049481,-87.681841,37.8,"Virar,Mumbai"
Dealer,BHK,1,1,4,0,0,1304.034182,18.96667,72.83333,470,"Kanchpada,Mumbai"
Owner,BHK,0,1,1,1,1,1000,15.963927,73.998901,28,"Sawantwadi,Sindhudurg"
Owner,BHK,0,0,2,1,1,939.8496241,17.815234,83.35818,30,"Madhurawada,Visakhapatnam"
Dealer,BHK,0,0,3,1,1,1910.226983,30.662283,76.822397,74.9,"Zirakpur,Chandigarh"
Owner,BHK,0,0,2,1,1,968.9922481,22.285717,70.767706,30,"Bhakti Nagar,Rajkot"
Owner,BHK,1,1,2,0,1,1020.199959,28.579845,77.403693,50,"Sector-118 Noida,Noida"
Dealer,BHK,1,0,2,0,1,709.113608,22.486964,88.313191,28.4,"Behala Chowrasta,Kolkata"
Dealer,BHK,0,0,2,1,1,1050.098447,18.96667,72.83333,96,"kavesar,Mumbai"
Owner,BHK,0,0,2,1,1,688.0733945,28.6667,77.4333,15,"Shatabdi Puram,Ghaziabad"
Dealer,BHK,0,1,3,1,1,1253.989968,19.18,72.96333,220,"Thane West,Mumbai"
Dealer,BHK,0,0,3,1,1,1652.664922,35,136,120,"7th Phase JP Nagar,Bangalore"
Dealer,BHK,1,1,2,0,0,748.9616668,19.1145,72.8712,220,"Andheri (East),Lalitpur"
Dealer,BHK,0,0,2,1,1,966.0826234,18.637802,73.745912,60.1,"Punawale,Pune"
Owner,BHK,0,1,4,1,1,2570.327003,22.31055,73.1695,180,"Alkapuri,Vadodara"
Dealer,BHK,0,1,3,1,1,1650.165017,22.1764,75.8193,55,"Bicholi Mardana,Indore"
Dealer,BHK,1,1,2,0,1,1164.483261,13.081616,77.620233,64,"Sampigehalli,Bangalore"
Dealer,BHK,0,1,1,1,1,714.2857143,19.1849,72.8347,100,"Malad (West),Lalitpur"
Owner,BHK,0,0,2,1,1,784.0062721,18.430375,73.815337,40,"Dhayari,Pune"
Dealer,BHK,1,0,2,0,1,1500,12.971321,77.59819,0.48,"Vittal Mallya Road,Bangalore"
Dealer,BHK,1,1,3,0,1,1366.31331,30.662283,76.822397,58,"Zirakpur,Chandigarh"
Dealer,BHK,0,0,3,1,1,1756.036375,19.221571,73.042474,280,"Kanjur Marg (East),Mumbai"
Owner,BHK,0,0,3,1,1,1764.234162,12.9879,77.5789,110,"Seshadripuram,Bangalore"
Dealer,BHK,0,0,1,1,1,549.976088,28.2102,76.8606,11.5,"Alwar Bypass Road,Bhiwadi"
Dealer,BHK,0,0,7,1,1,10000,24.48,78.42,3500,"Pali Hill,Lalitpur"
Owner,BHK,0,0,2,1,1,1100,12.896796,77.5724,33,"Kanakpura Road,Bangalore"
Owner,BHK,0,0,1,1,1,812.5,12.892129,74.845944,26,"Bejai New Road,Mangalore"
Dealer,BHK,1,1,2,0,1,764.2338556,19.256471,72.868815,100,"Dahisar (East),Mumbai"
Dealer,BHK,0,1,3,1,1,1710.526316,26.900926,75.775927,52,"Raj Nagar Extension,Ghaziabad"
Owner,BHK,0,0,2,1,1,540.0864138,13.13183,80.13082,22.5,"Thirumullaivoyal,Chennai"
Owner,BHK,0,0,2,1,1,1241.254796,17.49382,78.543055,55,"Sainikpuri,Secunderabad"
Dealer,BHK,0,0,3,1,1,1600,12.858535,77.590438,60,"Gottigere,Bangalore"
Owner,BHK,0,0,3,1,1,1560.096682,12.9958935,77.761394,71,"Whitefield,Bangalore"
Dealer,BHK,1,1,1,0,1,472.0017164,24.69028,78.41889,66,"Balkum,Lalitpur"
Owner,BHK,0,0,3,1,1,1801.152738,12.876691,77.59908,150,"Hulimavu,Bangalore"
Owner,BHK,0,0,1,1,1,4500,19.1183,77.09444,99,"Katkat Pura Badhir Gunj,Beed"
Dealer,BHK,0,0,2,1,1,1175.015461,18.714661,73.678196,95,"Tukaram Nagar,Pune"
Dealer,BHK,1,1,2,0,1,679.4401413,24.69028,78.41889,100,"Balkum,Lalitpur"
Dealer,BHK,0,1,2,1,1,1283.14799,28.514348,76.983292,75,"Sector-108 Gurgaon,Gurgaon"
Owner,BHK,0,0,2,1,1,1100,20.631532,79.220106,33,"Mankapur,Nagpur"
Dealer,BHK,1,1,2,0,1,723.9382239,19.1955,72.8728,180,"Kandivali (East),Lalitpur"
Dealer,BHK,0,0,2,1,1,1100.173712,12.96991,77.59796,38,"Mangammanapalya,Bangalore"
Owner,BHK,0,0,2,1,1,1116.071429,13.0318,77.6583,45,"Horamavu,Bangalore"
Dealer,BHK,1,1,2,0,1,1125,21,77,36,"Gomti Nagar Extension,Lucknow"
Dealer,BHK,0,1,3,1,1,1350.186728,30.662283,76.822397,47,"Zirakpur,Chandigarh"
Owner,BHK,0,1,2,1,1,1000,26.931233,80.895237,50,"Prabandh Nagar,Lucknow"
Dealer,BHK,1,1,3,0,1,1587.061669,19.1758,72.8643,210,"Malad (East),Mumbai"
Dealer,BHK,0,0,3,1,1,1400.107701,28.40473,77.367514,52,"Sector 84 Faridabad,Faridabad"
Dealer,BHK,0,1,3,1,1,2000.444543,19.1145,72.8712,360,"Andheri (East),Mumbai"
Dealer,BHK,0,1,3,1,1,1380.330293,28.381971,77.347688,56,"Sector 80 Faridabad,Faridabad"
Dealer,BHK,1,1,3,0,1,1424.963925,30.74,76.65,39.5,"Kharar,Mohali"
Dealer,BHK,0,1,1,1,1,600.0705965,19.245347,73.124577,34,"Kalyan (West),Lalitpur"
Owner,BHK,0,1,2,1,1,1336.302895,26.781748,81.006714,48,"Sushant Golf City,Lucknow"
Dealer,BHK,0,1,2,1,0,511.9279205,19.218498,72.992114,100,"Majiwada,Lalitpur"
Dealer,BHK,1,1,3,0,1,1046.325879,28.431903,77.364821,26.2,"Sector 89 Faridabad,Faridabad"
Dealer,BHK,0,0,2,1,1,950.1965924,28.57,77.32,29,"Chhalera,Noida"
Dealer,BHK,0,0,2,1,1,1200.192031,19.213085,72.84195,25,"Kolar Near D Mart Main Road,Bhopal"
Owner,BHK,0,0,5,1,1,490.0459418,25.61,85.14139,48,"Jakkanpur,Patna"
Dealer,BHK,1,0,2,0,0,690.625,23.55,87.32,22.1,"Karangapara,Durgapur"
Dealer,BHK,0,1,3,1,0,1145.387905,19.249861,72.963866,150,"Kolshet Road,Maharashtra"
Dealer,BHK,0,0,3,1,1,1400,12.96991,77.59796,78.4,"Poorna Pragna Layout,Bangalore"
Dealer,BHK,0,0,2,1,1,964.585917,19.068492,72.898896,140,"Tilak Nagar,Maharashtra"
Owner,BHK,0,0,3,1,1,1657.000829,13.0604,80.2657,120,"Pudupakkam Village,Chennai"
Dealer,BHK,1,1,3,0,1,1799.084298,30.662283,76.822397,66.8,"Zirakpur,Chandigarh"
Dealer,BHK,0,1,3,1,0,906.0159459,19.249861,72.963866,150,"Kolshet Road,Maharashtra"
Dealer,BHK,0,0,3,1,1,1480.081877,28.397468,76.945489,94,"Sector-86 Gurgaon,Gurgaon"
Dealer,BHK,0,0,3,1,1,1100.016923,22.507959,88.353262,65,"Lake Gardens,Kolkata"
Owner,BHK,0,1,2,1,1,737.1007371,30.872533,75.881216,24,"Kabir Nagar,Raipur"
Dealer,BHK,1,1,1,0,1,676.3636364,21.17,72.83,18.6,"Jahangirabad,Surat"
Owner,BHK,0,0,3,1,1,1200.274348,18.45807,73.891059,35,"Ambedkar Nagar,Alwar"
Dealer,BHK,0,0,3,1,1,1744.093864,12.9259,77.6229,220,"Koramangala,Bangalore"
Builder,BHK,1,0,3,0,0,1233.870968,23.35556,85.33472,76.5,"Kanke,Ranchi"
Dealer,BHK,0,1,2,1,1,1035.196687,26.900926,75.775927,35,"Raj Nagar Extension,Ghaziabad"
Owner,BHK,0,0,2,1,1,890.2077151,17.45,78.5,33,"Safilguda,Secunderabad"
Dealer,BHK,1,1,4,0,1,3065.010486,28.602325,77.401994,190,"sector-121 Noida,Noida"
Dealer,BHK,0,0,2,1,1,850.0188893,18.52361,73.84778,45,"Abasaheb Raikar Nagar,Pune"
Dealer,BHK,0,0,3,1,1,1969.91404,28.429614,77.481711,110,"Sector-150 Noida,Noida"
Owner,BHK,0,0,3,1,1,1525.423729,21.17,72.83,36,"Jahangirpura,Surat"
Owner,BHK,0,1,2,1,1,985.2216749,28.579004,77.431173,42,"Noida Extension,Noida"
Dealer,BHK,0,1,3,1,1,1637.835848,30.691832,76.656984,44.5,"Sector-113 Mohali,Mohali"
Dealer,BHK,0,0,3,1,1,1811.76252,19.05871,72.89969,390,"Chembur,Maharashtra"
Dealer,BHK,0,0,2,1,1,1209.482342,28.2102,76.8606,25,"Alwar Bypass Road,Bhiwadi"
Owner,BHK,0,0,2,1,1,1145.127366,13.11389,77.59833,49,"Yelahanka,Bangalore"
Dealer,BHK,0,0,4,1,1,2275.808638,18.96667,72.83333,470,"Best Nagar,Mumbai"
Dealer,BHK,0,0,3,1,1,1693.093255,28.394375,77.357227,63,"Sector 82 Faridabad,Faridabad"
Owner,BHK,0,0,3,1,1,1200.120012,26.8626,75.7633,40,"Mansarovar Extension,Jaipur"
Dealer,BHK,0,0,2,1,1,803.1206976,18.669919,73.853723,35,"Moshi,Pune"
Owner,BHK,0,0,2,1,1,1250,22.288976,73.128222,31,"Bhayli,Vadodara"
Owner,BHK,0,0,2,1,1,845.0024143,13.2882,77.4214,35,"Doddaballapur,Bangalore"
Owner,BHK,0,0,2,1,1,1480.541455,30.70917,76.84083,35,"Shivalik enclave,Hoshiarpur"
Dealer,BHK,0,0,2,1,1,576.0230409,19.2167,73.0833,48,"Dombivli (East),Lalitpur"
Dealer,BHK,0,0,3,1,1,1649.862511,9.930471,76.271273,72,"Kundanoor,Kochi"
Builder,BHK,1,1,2,0,0,709.0771939,18.590034,73.821076,84.6,"Pimple Gurav,Maharashtra"
Dealer,BHK,0,1,1,1,1,750,19.1849,72.8347,120,"Malad (West),Lalitpur"
Builder,BHK,0,1,2,1,0,1080,12.808137,77.58308,35.1,"Bannerghatta Road,Bangalore"
Owner,BHK,0,0,3,1,1,1700.102006,12.951481,77.57718,150,"Sajjan Rao Road,Bangalore"
Owner,BHK,0,0,3,1,1,1244.813278,23.398893,85.335374,42,"Morabadi,Ranchi"
Dealer,BHK,1,1,2,0,1,1093.038386,18.6182,73.7447,67.2,"Tathawade,Pune"
Owner,BHK,0,0,2,1,1,900.0692361,28.57,77.32,39,"Basai,Noida"
Owner,BHK,0,0,3,1,1,1200,12.80009,77.71182,60,"Chandapura,Bangalore"
Dealer,BHK,0,1,1,1,1,720.0250443,24.69028,78.41889,69,"Waghbil,Lalitpur"
Owner,BHK,0,0,2,1,1,840,27.182124,77.969927,21,"Shahganj,Agra"
Owner,BHK,0,0,2,1,1,1289.785729,12.852426,77.660475,62,"Konappana Agrahara,Bangalore"
Owner,BHK,0,0,3,1,1,1373.074347,12.963292,77.755187,82,"Hagadur,Bangalore"
Owner,BHK,0,0,2,1,1,850.1594049,18.5823,73.983,40,"Wagholi,Pune"
Builder,BHK,1,1,2,0,0,1150.180743,21.193971,79.098104,35,"Sugat Nagar,Lalitpur"
Owner,BHK,0,0,2,1,1,1000,26.462204,80.239088,30,"Panki,Kanpur"
Dealer,BHK,0,1,3,1,0,1312.479493,24.69028,78.41889,120,"Baner,Lalitpur"
Owner,BHK,0,0,2,1,1,700,19.700808,72.755547,21,"Tembhode,Palghar"
Owner,BHK,0,0,3,1,1,1520.213832,12.96991,77.59796,91,"Mysore Road,Bangalore"
Dealer,BHK,0,0,3,1,1,1442.834882,19.05871,72.89969,250,"Chembur (East),Lalitpur"
Dealer,BHK,0,1,2,1,1,1050.052503,28.743724,76.811315,90,"Ghodbunder Road,Mumbai"
Dealer,BHK,0,0,3,1,1,1236.263736,22.486821,88.233267,27,"Maheshtala,Kolkata"
Dealer,BHK,1,1,2,0,1,1248.020272,25.3945,81.8615,39.4,"Naini,Allahabad"
Dealer,BHK,0,1,4,1,1,3582.01581,28.522931,77.357078,290,"Sector-128 Noida,Noida"
Dealer,BHK,1,1,3,0,1,1500.032609,19.1145,72.8712,230,"Andheri (East),Maharashtra"
Owner,BHK,0,0,2,1,1,1100.244499,12.87004,77.673275,45,"Rayasandra,Bangalore"
Builder,BHK,1,0,2,0,0,810,13.129471,80.208888,40.5,"Kolathur,Chennai"
Dealer,BHK,1,1,3,0,1,1564.102564,12.9381,77.7042,79.3,"Panathur,Bangalore"
Owner,BHK,0,0,2,1,1,861.0658599,28.66667,77.41667,37,"Gyan Khand 3,Ghaziabad"
Dealer,BHK,0,1,4,1,0,3306.666667,28.546788,77.378494,248,"Sector-107 Noida,Noida"
Owner,BHK,1,0,3,0,1,1300,22.603606,88.406203,65,"Lake Town,Kolkata"
Dealer,BHK,1,0,2,0,1,1340.399002,21.17,72.83,43,"Palanpur,Surat"
Owner,BHK,0,0,2,1,1,1000,22.706116,73.11498,16.5,"Vallabh Vidhyanagar,Anand"
Dealer,BHK,0,0,3,1,1,1536.09831,18.558319,73.77588,160,"Baner,Pune"
Dealer,BHK,0,0,2,1,1,1300.264869,28.638934,77.326457,54,"Kaushambi,Ghaziabad"
Owner,BHK,0,0,4,1,1,3025.245149,22.54111,88.33778,290,"Mominpore,Kolkata"
Dealer,BHK,0,1,3,1,1,1624.69537,28.577673,77.389781,80,"Sector-74 Noida,Noida"
Owner,BHK,0,0,4,1,1,2100.350058,22.519728,88.38573,90,"Kasba,Kolkata"
Owner,BHK,0,0,5,1,1,2025.111381,26.4725,80.33111,50,"Shuklaganj,Kanpur"
Dealer,BHK,0,0,4,1,1,4119.100859,21.16094,72.773991,350,"Piplod,Surat"
Owner,BHK,0,0,6,1,1,10799.13607,30.385951,76.779767,100,"Ram Nagar,Ambala"
Owner,BHK,0,0,2,1,1,1400.037334,18.61862,73.80373,75,"Pimpri,Pune"
Dealer,BHK,0,0,3,1,1,1450.017059,28.5942,77.3675,85,"Sector-61 Noida,Noida"
Owner,BHK,0,1,3,1,1,1587.989028,12.8706,77.6279,110,"Begur Road,Bangalore"
Owner,BHK,0,0,2,1,1,1140.215716,12.91668,77.59196,37,"Ashiana Village,Bhiwadi"
Owner,BHK,0,0,2,1,1,925.0902527,22.830053,86.158521,41,"Sonari,Jamshedpur"
Owner,BHK,0,1,3,1,1,1374.381528,21.472672,82.05718,25,"Sakri,Bilaspur"
Dealer,BHK,0,0,2,1,1,885.0381964,24.69028,78.41889,190,"Chandivali,Lalitpur"
Dealer,BHK,1,1,1,0,0,679.4117647,24.69028,78.41889,69.3,"Kolshet Road,Lalitpur"
Dealer,BHK,0,0,2,1,1,985.2038975,28.57,77.32,27.3,"Chhalera,Noida"
Dealer,BHK,0,1,4,1,1,1488.182083,28.40473,77.367514,51,"Sector 84 Faridabad,Faridabad"
Owner,BHK,0,0,2,1,1,1100,22.494595,88.559988,55,"Dakshin Dari,Kolkata"
Dealer,BHK,0,0,2,1,1,1000,26.91868,75.750399,26,"Vaishali Nagar,Jaipur"
Owner,BHK,0,0,2,1,1,1303.164829,12.896796,77.5724,91,"Kanakpura Road,Bangalore"
Dealer,BHK,1,1,3,0,1,1767.352185,12.9255,77.6765,110,"Bellandur,Bangalore"
Dealer,BHK,0,0,2,1,1,925.7533395,15.535439,73.764454,59.6,"Arpora,Goa"
Dealer,BHK,0,0,1,1,1,775,28.543278,77.358896,31,"Sector-99 Noida,Noida"
Owner,BHK,0,0,2,1,1,880.0880088,26.131909,91.805142,40,"Six Mile,Guwahati"
Dealer,BHK,0,0,2,1,1,1100.608572,19.1955,72.8728,170,"Lokhandwala Kandivali East,Maharashtra"
Dealer,BHK,1,1,3,0,0,788.9743334,18.490075,73.968862,79,"Manjari Khurd,Pune"
Dealer,BHK,0,0,2,1,0,1050,22.54111,88.33778,46.2,"Rajarhat Expressway,Kolkata"
Dealer,BHK,0,0,3,1,1,2165.488945,22.54111,88.33778,95,"Action Area II,Kolkata"
Dealer,BHK,0,0,3,1,1,2326.818242,13.073646,80.224016,350,"Aminjikarai,Chennai"
Dealer,BHK,0,0,2,1,1,1160.220994,21.178534,79.646656,42,"Friends Colony,Nagpur"
Dealer,BHK,1,1,2,0,1,1074.210742,30.756258,76.655851,52.4,"Sector-126 Mohali,Mohali"
Owner,BHK,0,1,3,1,1,1255.075674,28.579845,77.403693,68,"Sector-118 Noida,Noida"
Owner,BHK,0,0,2,1,1,960.1024109,12.932882,77.629551,45,"3rd Block Banashankari,Bangalore"
Owner,BHK,0,0,2,1,1,1250,22.617564,88.427982,70,"Baguihati,Kolkata"
Dealer,BHK,0,0,4,1,1,2300.025556,22.54111,88.33778,180,"Sector V - Salt Lake,Kolkata"
Dealer,BHK,0,0,2,1,1,1136.040897,23.398893,85.335374,40,"Morabadi,Ranchi"
Dealer,BHK,0,0,4,1,1,2549.872506,28.63676,77.36315,170,"Indirapuram,Ghaziabad"
Dealer,BHK,0,1,4,1,1,4425.354679,28.560719,77.386208,340,"Sector-78 Noida,Noida"
Owner,BHK,0,0,2,1,1,1080.065743,12.96991,77.59796,46,"Mysore Road,Bangalore"
Owner,BHK,0,1,3,1,1,1275,12.80009,77.71182,51,"Chandapura,Bangalore"
Dealer,BHK,1,1,2,0,1,731.065406,24.69028,78.41889,75,"Balkum,Lalitpur"
Dealer,BHK,0,1,3,1,1,1960.040465,19.1759,72.9522,310,"Mulund (West),Lalitpur"
Dealer,BHK,1,1,2,0,0,612.0047077,19.283359,72.864964,78,"Mira Road,Mumbai"
Dealer,BHK,0,1,3,1,1,2349.909817,22.1764,75.8193,91.2,"Bicholi Mardana,Indore"
Owner,BHK,0,0,3,1,1,1400.233372,12.96991,77.59796,60,"Kothnoor Dinne,Bangalore"
Owner,BHK,0,0,2,1,1,710.1011894,12.96991,77.59796,40,"Vaishnavi Layout,Bangalore"
Dealer,BHK,1,1,2,0,0,580.9128631,22.304805,73.23414,21,"Bapod,Vadodara"
Owner,BHK,0,0,2,1,1,1012.743691,18.556218,73.811303,120,"Aundh,Pune"
Owner,BHK,0,0,2,1,1,1175.213675,12.96991,77.59796,49.5,"Pai Layout,Bangalore"
Owner,BHK,1,1,2,0,1,950.0707499,12.8458,77.6727,47,"Electronic City,Bangalore"
Dealer,BHK,0,0,3,1,1,2303.815695,9.9800255,76.275303,160,"Marine Drive,Kochi"
Dealer,BHK,1,1,2,0,1,924.4992296,19.141644,72.842908,120,"Jogeshwari (West),Mumbai"
Dealer,BHK,0,0,2,1,1,956.5217391,24.69028,78.41889,110,"Marve Road,Lalitpur"
Dealer,BHK,0,0,2,1,1,1029.117582,22.568046,88.355699,46.3,"Mission Pally,Kolkata"
Owner,BHK,0,0,2,1,1,1350.308642,30.660437,76.861517,35,"Peer Muchalla,Panchkula"
Dealer,BHK,1,1,1,0,0,437.0204914,19.126499,72.99956,90,"Ghansoli,Lalitpur"
Owner,BHK,1,0,3,0,1,1582.150101,15.488915,73.910061,78,"Bainguinim,Goa"
Dealer,BHK,0,0,3,1,1,1368.25645,22.510165,88.301815,70,"Parnasree Palli,Kolkata"
Dealer,BHK,1,1,4,0,1,2598.960416,12.863386,74.869779,130,"Pumpwell,Mangalore"
Owner,BHK,0,0,2,1,1,1150.337168,11.418224,76.710532,29,"Nandini Gardens - Mukkai,Palakkad"
Owner,BHK,0,0,2,1,1,868.8075678,21.121394,79.048691,34.9,"Off Manish Nagar, Beltarodi Road,Nagpur"
Owner,BHK,0,0,2,1,1,712.0605251,22.486821,88.233267,32,"Maheshtala,Kolkata"
Dealer,BHK,0,0,3,1,1,1339.764202,9.930471,76.271273,50,"Kakkanad,Kochi"
Owner,BHK,0,0,3,1,1,2136.553646,28.394375,77.357227,92,"Sector 82 Faridabad,Faridabad"
Owner,BHK,0,0,2,1,1,750.0750075,28.432682,77.322604,50,"Sector 29 Faridabad,Faridabad"
Dealer,BHK,0,0,2,1,1,899.9638205,19.1030685,73.0109795,99.5,"Sector-2A Kopar Khairane,Maharashtra"
Owner,BHK,0,0,2,1,1,1150.218542,22.12703,88.518729,50,"Kalikapur,Kolkata"
Dealer,BHK,0,1,4,1,1,3563.437474,19.126499,72.99956,430,"Ghansoli,Maharashtra"
Dealer,BHK,0,0,3,1,1,2285.341169,28.397468,76.945489,140,"Sector-86 Gurgaon,Gurgaon"
Dealer,BHK,0,0,3,1,1,1079.988449,22.54111,88.33778,74.8,"Golf Club Road,Kolkata"
Owner,BHK,1,0,2,0,1,1075.011945,25.30694,83.00611,45,"Mahamanapuri Colony,Varanasi"
Owner,BHK,0,1,2,1,1,953.1590414,28.44414,77.465898,35,"Sector-151 Noida,Noida"
Owner,BHK,0,0,2,1,1,700,21.9327,83.361013,17.5,"Khairpur,Raigarh"
Dealer,BHK,1,0,2,0,1,831.5789474,22.54111,88.33778,31.6,"Sector V - Salt Lake,Kolkata"
Dealer,BHK,0,0,3,1,1,1038.333333,12.91716,80.19287,62.3,"Medavakkam,Chennai"
Dealer,BHK,0,0,3,1,1,1088.838014,25.442075,78.528384,390,"Shastri Nagar,Lalitpur"
Dealer,BHK,1,1,2,0,1,823.0452675,19.256471,72.868815,110,"Dahisar (East),Lalitpur"
Owner,BHK,0,1,2,1,1,1216.117216,12.9958935,77.761394,83,"Whitefield,Bangalore"
Dealer,BHK,0,0,2,1,1,1044.069802,18.5956,73.7981,70.6,"Pimple Saudagar,Pune"
Owner,BHK,0,0,2,1,1,1300.079597,22.3,73.2,49,"Jetalpur,Vadodara"
Owner,BHK,0,0,3,1,1,849.9271491,23.21118,77.43291,35,"Arera Colony,Bhopal"
Owner,BHK,0,0,3,1,1,1133.040936,13.0205,80.1653,62,"Mugalivakkam,Chennai"
Dealer,BHK,0,0,5,1,1,4258.517034,21.151992,72.81002,170,"Althan,Surat"
Owner,BHK,0,0,2,1,1,880.0234673,13.09,80.27,30,"Potheri,Chennai"
Owner,BHK,0,0,3,1,1,1560.062402,30.719387,76.801688,140,"Sector-50 Chandigarh,Chandigarh"
Dealer,BHK,0,0,3,1,1,2000,26.930121,75.790763,88.5,"Bani Park,Jaipur"
Owner,BHK,0,0,3,1,1,1025.280899,21.080409,79.098334,36.5,"Besa,Nagpur"
Owner,BHK,1,0,2,0,1,1270.00254,12.97073,77.772013,50,"Nagondanahalli,Bangalore"
Owner,BHK,0,0,2,1,1,1250,26.44589,80.289382,32,"Ratan Lal Nagar,Kanpur"
Builder,BHK,1,1,3,0,0,1137.440758,21.313782,81.652242,26.4,"Urkura,Raipur"
Owner,BHK,0,0,1,1,1,449.973531,12.973237,77.646859,8.5,"NH-8,Neemrana"
Dealer,BHK,1,1,1,0,1,583.0223881,19.1759,72.9522,75,"Mulund (West),Maharashtra"
Dealer,RK,1,1,1,0,0,268.0143962,28.409274,77.322293,35,"Sector-16 Ulwe,Lalitpur"
Dealer,BHK,1,0,2,0,0,1105.527638,28.403138,77.070052,110,"Sector-65 Gurgaon,Gurgaon"
Dealer,BHK,0,1,4,1,1,3466.666667,28.488415,77.285903,260,"Suraj Kund,Faridabad"
Owner,BHK,0,0,3,1,1,1028.221396,12.91716,80.19287,47,"Medavakkam,Chennai"
Dealer,BHK,0,0,1,1,0,438.9362251,19.2167,73.0833,34,"Dombivli (East),Maharashtra"
Owner,BHK,1,1,2,0,1,1269.983565,28.48497,77.500082,85,"Kamma 1,Ghaziabad"
Owner,BHK,0,0,2,1,1,780.0312012,24.090195,87.990011,30,"Manneswarar Nagar,Chennai"
Dealer,BHK,0,0,2,1,1,1097.213079,18.475864,73.890009,50,"NIBM,Pune"
Dealer,BHK,0,0,2,1,1,780.1161103,12.9623,80.1986,43,"Madipakkam,Chennai"
Owner,BHK,0,0,1,1,1,490.1960784,23.507414,87.395907,9.5,"Gopalpur,Durgapur"
Dealer,BHK,0,0,3,1,1,1500,12.96991,77.59796,84,"Poorna Pragna Layout,Bangalore"
Dealer,BHK,0,1,2,1,1,1115.688294,19.239813,72.962722,130,"Manpada,Maharashtra"
Owner,BHK,0,0,2,1,1,1040.312094,13.09,80.27,32,"Chettipunniyam,Chennai"
Owner,BHK,0,0,1,1,1,400,12.923545,77.711773,18,"Gunjur Palya,Bangalore"
Dealer,BHK,0,0,2,1,1,1164.940828,28.162032,76.811066,31.5,"Thara,Bhiwadi"
Builder,BHK,1,1,2,0,0,554.9343025,20.098413,79.10786,39.7,"Suraksha Nagar,Bangalore"
Dealer,BHK,0,0,3,1,1,1600,12.96991,77.59796,92,"Akshaya Nagar,Bangalore"
Dealer,BHK,0,0,1,1,1,574.0528129,10.009277,76.361736,30,"Infopark,Kochi"
Dealer,BHK,1,1,4,0,1,2251.829612,12.928575,77.585721,240,"Jakkur,Bangalore"
Owner,BHK,0,0,2,1,1,1404.030393,22.719941,88.376202,85,"Adarsha Pally,Kolkata"
Dealer,BHK,0,1,3,1,1,1831.874618,18.5442,73.7948,180,"Pashan,Pune"
Dealer,BHK,0,0,2,1,1,1050.06364,18.973908,73.025106,99,"Ulwe,Mumbai"
Dealer,BHK,0,1,2,1,1,1417.721519,28.506454,77.409568,56,"Sector-137 Noida,Noida"
Dealer,BHK,0,0,2,1,1,627.6056843,19.068492,72.898896,140,"Tilak nagar,Mumbai"
Owner,BHK,0,0,2,1,1,950.0777336,12.957468,77.516563,55,"Nagarbhavi,Bangalore"
Owner,BHK,0,0,2,1,1,950.0113097,12.9155,77.5584,42,"Padmanabhanagar,Bangalore"
Owner,BHK,0,0,3,1,1,1035.196687,23.229813,77.495101,30,"Awadhpuri,Bhopal"
Dealer,BHK,0,0,3,1,1,1775.286148,24.395822,78.989627,76,"Adajan,Surat"
Dealer,BHK,0,0,2,1,1,1149.831948,22.54111,88.33778,65,"Jessore Road,Kolkata"
Dealer,BHK,0,0,2,1,1,1060.015588,19.024,73.103,68,"Kalamboli,Maharashtra"
Dealer,BHK,0,0,3,1,1,1661.294322,28.431862,77.351104,67,"Sector 88 Faridabad,Faridabad"
Dealer,BHK,1,1,3,0,1,2473.363775,30.654128,76.732427,130,"Sector-82 Mohali,Mohali"
Dealer,BHK,1,1,2,0,0,59750.963,18.205923,72.999182,6670,"Kasar vadavali,Mumbai"
Owner,BHK,0,0,2,1,1,975.088968,21.265988,72.858776,27.4,"Uttran Kosad Road, Amroli,Surat"
Owner,BHK,0,0,3,1,1,1399.776036,27.18,78.02,50,"Taj Nagari,Agra"
Dealer,BHK,0,1,2,1,1,1204.477612,26.91667,75.86667,80.7,"J.L.N.Marg,Jaipur"
